id,time,x,y
1,652056,648,0
1,652720,664,0
1,653388,668,0
1,654072,684,0
1,654764,692,0
1,655432,668,0
1,656120,688,0
1,656832,712,0
1,657544,712,0
1,658240,696,0
1,658932,692,0
1,659632,700,0
1,660352,720,0
1,661152,800,0
1,661948,796,0
1,662748,800,0
1,663536,788,0
1,664312,776,0
1,665084,772,0
1,665836,752,0
1,666544,708,0
1,667256,712,0
1,667972,716,0
1,668708,736,0
1,669432,724,0
1,670160,728,0
1,670912,752,0
1,671648,736,0
1,672352,704,0
1,673080,728,0
1,673820,740,0
1,674516,696,0
1,675220,704,0
1,675932,712,0
1,676664,732,0
1,677400,736,0
1,678088,688,0
1,678804,716,0
1,679512,708,0
1,680204,692,0
1,680884,680,0
1,681588,704,0
1,682296,708,0
1,683008,712,0
1,683716,708,0
1,684412,696,0
1,685120,708,0
1,685816,696,0
1,686512,696,0
1,687188,676,0
1,687864,676,0
1,688552,688,0
1,689240,688,0
1,689932,692,0
1,690624,692,0
1,691292,668,0
1,691964,672,0
1,692640,676,0
1,693332,692,0
1,694032,700,0
1,694720,688,0
1,695388,668,0
1,696052,664,0
1,696724,672,0
1,697392,668,0
1,698052,660,0
1,698704,652,0
1,699360,656,0
1,700020,660,0
1,700676,656,0
1,701332,656,0
1,701984,652,0
1,702652,668,0
1,703316,664,0
1,703980,664,0
1,704632,652,0
1,705284,652,0
1,705952,668,0
1,706628,676,0
1,707300,672,0
1,707968,668,0
1,708636,668,0
1,709312,676,0
1,709992,680,0
1,710664,672,0
1,711332,668,0
1,712004,672,0
1,712680,676,0
1,713356,676,0
1,714020,664,0
1,714692,672,0
1,715364,672,0
1,716036,672,0
1,716696,660,0
1,717368,672,0
1,718040,672,0
1,718732,692,0
1,719424,692,0
1,720116,692,0
1,720836,720,0
1,721552,716,0
1,722252,700,0
1,722976,724,0
1,723716,740,0
1,724472,756,0
1,725248,776,0
1,725960,712,0
1,726648,688,0
1,727344,696,0
1,728060,716,0
1,728772,712,0
1,729468,696,0
1,730196,728,0
1,730956,760,0
1,731696,740,0
1,732432,736,0
1,733176,744,0
1,733928,752,0
1,734628,700,0
1,735368,740,0
1,736132,764,0
1,736840,708,0
1,737556,716,0
1,738260,704,0
1,738960,700,0
1,739664,704,0
1,740344,680,0
1,741040,696,0
1,741752,712,0
1,742456,704,0
1,743152,696,0
1,743876,724,0
1,744620,744,0
1,745348,728,0
1,746060,712,0
1,746784,724,0
1,747500,716,0
1,748208,708,0
1,748920,712,0
1,749644,724,0
1,750344,700,0
1,751052,708,0
1,751760,708,0
1,752464,704,0
1,753192,728,0
1,753908,716,0
1,754608,700,0
1,755296,688,0
1,755988,692,0
1,756684,696,0
1,757368,684,0
1,758048,680,0
1,758740,692,0
1,759444,704,0
1,760164,720,0
1,760900,736,0
1,761596,696,0
1,762284,688,0
1,762984,700,0
1,763672,688,0
1,764336,664,0
1,765016,680,0
1,765696,680,0
1,766392,696,0
1,767072,680,0
1,767752,680,0
1,768436,684,0
1,769120,684,0
1,769792,672,0
1,770464,672,0
1,771144,680,0
1,771848,704,0
1,772580,732,0
1,773276,696,0
1,773972,696,0
1,774680,708,0
1,775392,712,0
1,776100,708,0
1,776784,684,0
1,777464,680,0
1,778136,672,0
1,778800,664,0
1,779452,652,0
1,780124,672,0
1,780792,668,0
1,781452,660,0
1,782124,672,0
1,782792,668,0
1,783452,660,0
1,784120,668,0
1,784788,668,0
1,785468,680,0
1,786144,676,0
1,786812,668,0
1,787488,676,0
1,788160,672,0
1,788832,672,0
1,789504,672,0
1,790164,660,0
1,790816,652,0
1,791460,644,0
1,792100,640,0
1,792744,644,0
1,793388,644,0
1,794028,640,0
1,794664,636,0
1,795296,632,0
1,795948,652,0
1,796604,656,0
1,797244,640,0
1,797880,636,0
1,798524,644,0
1,799172,648,0
1,799820,648,0
1,800468,648,0
1,801128,660,0
1,801780,652,0
1,802428,648,0
1,803072,644,0
1,803712,640,0
1,804356,644,0
1,805012,656,0
1,805676,664,0
1,806340,664,0
1,807008,668,0
1,807688,680,0
1,808368,680,0
1,809024,656,0
1,809684,660,0
1,810348,664,0
1,811028,680,0
1,811728,700,0
1,812424,696,0
1,813112,688,0
1,813788,676,0
1,814492,704,0
1,815208,716,0
1,815916,708,0
1,816660,744,0
1,817388,728,0
1,818108,720,0
1,818824,716,0
1,819548,724,0
1,820284,736,0
1,821000,716,0
1,821736,736,0
1,822492,756,0
1,823304,812,0
1,824124,820,0
1,824920,796,0
1,825716,796,0
1,826552,836,0
1,827388,836,0
1,828140,752,0
1,828880,740,0
1,829636,756,0
1,830400,764,0
1,831132,732,0
1,831860,728,0
1,832664,804,0
1,833480,816,0
1,834252,772,0
1,834992,740,0
1,835804,812,0
1,836652,848,0
1,837504,852,0
1,838324,820,0
1,839080,756,0
1,839936,856,0
1,840736,800,0
1,841552,816,0
1,842412,860,0
1,843276,864,0
1,844176,900,0
1,845068,892,0
1,845924,856,0
1,846760,836,0
1,847592,832,0
1,848384,792,0
1,849172,788,0
1,849960,788,0
1,850732,772,0
1,851528,796,0
1,852308,780,0
1,853116,808,0
1,853948,832,0
1,854792,844,0
1,855636,844,0
1,856452,816,0
1,857280,828,0
1,858100,820,0
1,858896,796,0
1,859684,788,0
1,860468,784,0
1,861232,764,0
1,861992,760,0
1,862760,768,0
1,863564,804,0
1,864376,812,0
1,865136,760,0
1,865952,816,0
1,866740,788,0
1,867484,744,0
1,868228,744,0
1,868956,728,0
1,869668,712,0
1,870412,744,0
1,871168,756,0
1,871908,740,0
1,872632,724,0
1,873460,828,0
1,874316,856,0
1,875096,780,0
1,875832,736,0
1,876580,748,0
1,877332,752,0
1,878064,732,0
1,878812,748,0
1,879548,736,0
1,880276,728,0
1,880996,720,0
1,881716,720,0
1,882480,764,0
1,883248,768,0
1,883960,712,0
1,884712,752,0
1,885452,740,0
1,886160,708,0
1,886880,720,0
1,887620,740,0
1,888372,752,0
1,889088,716,0
1,889824,736,0
1,890564,740,0
1,891292,728,0
1,892008,716,0
1,892700,692,0
1,893396,696,0
1,894076,680,0
1,894756,680,0
1,895448,692,0
1,896136,688,0
1,896852,716,0
1,897588,736,0
1,898300,712,0
1,899004,704,0
1,899712,708,0
1,900424,712,0
1,901144,720,0
1,901896,752,0
1,902644,748,0
1,903404,760,0
1,904260,856,0
1,905044,784,0
1,905780,736,0
1,906536,756,0
1,907312,776,0
1,908036,724,0
1,908836,800,0
1,909660,824,0
1,910460,800,0
1,911252,792,0
1,912052,800,0
1,912836,784,0
1,913612,776,0
1,914384,772,0
1,915156,772,0
1,915936,780,0
1,916720,784,0
1,917508,788,0
1,918284,776,0
1,919052,768,0
1,919824,772,0
1,920568,744,0
1,921296,728,0
1,921996,700,0
1,922688,692,0
1,923372,684,0
1,924072,700,0
1,924764,692,0
1,925452,688,0
1,926152,700,0
1,926868,716,0
1,927584,716,0
1,928296,712,0
1,929052,756,0
1,929800,748,0
1,930512,712,0
1,931256,744,0
1,932028,772,0
1,932800,772,0
1,933548,748,0
1,934280,732,0
1,935060,780,0
1,935832,772,0
1,936560,728,0
1,937280,720,0
1,938016,736,0
1,938760,744,0
1,939520,760,0
1,940312,792,0
1,941076,764,0
1,941800,724,0
1,942540,740,0
1,943280,740,0
1,943992,712,0
1,944696,704,0
1,945392,696,0
1,946092,700,0
1,946780,688,0
1,947468,688,0
1,948164,696,0
1,948864,700,0
1,949552,688,0
1,950244,692,0
1,950928,684,0
1,951612,684,0
1,952296,684,0
1,952968,672,0
1,953672,704,0
1,954404,732,0
1,955132,728,0
1,955856,724,0
1,956608,752,0
1,957332,724,0
1,958036,704,0
1,958756,720,0
1,959480,724,0
1,960188,708,0
1,960912,724,0
1,961648,736,0
1,962364,716,0
1,963076,712,0
1,963828,752,0
1,964604,776,0
1,965352,748,0
1,966092,740,0
1,966808,716,0
1,967528,720,0
1,968260,732,0
1,968984,724,0
1,969696,712,0
1,970428,732,0
1,971176,748,0
1,971892,716,0
1,972600,708,0
1,973304,704,0
1,974012,708,0
1,974712,700,0
1,975440,728,0
1,976228,788,0
1,977012,784,0
1,977780,768,0
1,978540,760,0
1,979264,724,0
1,979992,728,0
1,980724,732,0
1,981452,728,0
1,982164,712,0
1,982888,724,0
1,983648,760,0
1,984404,756,0
1,985128,724,0
1,985880,752,0
1,986660,780,0
1,987424,764,0
1,988188,764,0
1,988936,748,0
1,989680,744,0
1,990448,768,0
1,991244,796,0
1,992024,780,0
1,992788,764,0
1,993508,720,0
1,994220,712,0
1,994920,700,0
1,995624,704,0
1,996336,712,0
1,997056,720,0
1,997772,716,0
1,998460,688,0
1,999148,688,0
1,999848,700,0
1,1000556,708,0
1,1001268,712,0
1,1001964,696,0
1,1002652,688,0
1,1003344,692,0
1,1004024,680,0
1,1004704,680,0
1,1005416,712,0
1,1006144,728,0
1,1006832,688,0
1,1007540,708,0
1,1008292,752,0
1,1009120,828,0
1,1009892,772,0
1,1010628,736,0
1,1011384,756,0
1,1012184,800,0
1,1012968,784,0
1,1013736,768,0
1,1014552,816,0
1,1015360,808,0
1,1016160,800,0
1,1016952,792,0
1,1017720,768,0
1,1018560,840,0
1,1019340,780,0
1,1020048,708,0
1,1020768,720,0
1,1021480,712,0
1,1022180,700,0
1,1022872,692,0
1,1023576,704,0
1,1024268,692,0
1,1024968,700,0
1,1025652,684,0
1,1026348,696,0
1,1027052,704,0
1,1027748,696,0
1,1028440,692,0
1,1029116,676,0
1,1029812,696,0
1,1030516,704,0
1,1031224,708,0
1,1031940,716,0
1,1032664,724,0
1,1033384,720,0
1,1034100,716,0
1,1034844,744,0
1,1035576,732,0
1,1036284,708,0
1,1037008,724,0
1,1037736,728,0
1,1038448,712,0
1,1039168,720,1
1,1039880,712,1
1,1040596,716,1
1,1041316,720,1
1,1042040,724,1
1,1042824,784,1
1,1043508,684,1
1,1044220,712,1
1,1044916,696,1
1,1045624,708,1
1,1046348,724,1
1,1047060,712,0
1,1047744,684,0
1,1048448,704,0
1,1049156,708,0
1,1049856,700,0
1,1050544,688,0
1,1051244,700,0
1,1051964,720,0
1,1052680,716,0
1,1053376,696,0
1,1054096,720,0
1,1054828,732,0
1,1055556,728,0
1,1056292,736,0
1,1057020,728,0
1,1057772,752,0
1,1058508,736,0
1,1059252,744,0
1,1060024,772,0
1,1060764,740,0
1,1061488,724,0
1,1062180,692,0
1,1062872,692,0
1,1063560,688,0
1,1064264,704,0
1,1064968,704,0
1,1065664,696,0
1,1066352,688,0
1,1067032,680,0
1,1067736,704,0
1,1068452,716,0
1,1069148,696,0
1,1069836,688,0
1,1070528,692,0
1,1071220,692,0
1,1071896,676,0
1,1072584,688,0
1,1073292,708,0
1,1074028,736,0
1,1074752,724,0
1,1075472,720,0
1,1076208,736,0
1,1076912,704,0
1,1077616,704,0
1,1078300,684,0
1,1078988,688,0
1,1079676,688,0
1,1080372,696,0
1,1081056,684,0
1,1081760,704,0
1,1082452,692,0
1,1083144,692,0
1,1083828,684,0
1,1084504,676,0
1,1085188,684,0
1,1085864,676,0
1,1086576,712,0
1,1087300,724,0
1,1087988,688,0
1,1088672,684,0
1,1089368,696,0
1,1090064,696,0
1,1090744,680,0
1,1091432,688,0
1,1092120,688,0
1,1093476,1356,0
1,1094136,660,0
1,1094804,668,0
1,1095468,664,0
1,1096124,656,0
1,1096772,648,0
1,1097440,668,0
1,1098108,668,0
1,1098784,676,0
1,1099484,700,0
1,1100156,672,0
1,1100824,668,0
1,1101500,676,0
1,1102160,660,0
1,1102816,656,0
1,1103460,644,0
1,1104112,652,0
1,1104760,648,0
1,1105420,660,0
1,1106116,696,0
1,1106868,752,0
1,1107680,812,0
1,1108440,760,0
1,1109188,748,0
1,1109904,716,0
1,1110644,740,0
1,1111476,832,0
1,1112312,836,0
1,1113136,824,0
1,1113896,760,0
1,1114704,808,0
1,1115516,812,0
1,1116320,804,0
1,1117092,772,0
1,1117868,776,0
1,1118700,832,0
1,1119512,812,0
1,1120316,804,0
1,1121104,788,0
1,1121868,764,0
1,1122620,752,0
1,1123388,768,0
1,1124148,760,0
1,1124880,732,0
1,1125612,732,0
1,1126340,728,0
1,1127060,720,0
1,1127764,704,0
1,1128472,708,0
1,1129208,736,0
1,1129932,724,0
1,1130672,740,0
1,1131456,784,0
1,1132196,740,0
1,1132992,796,0
1,1133780,788,0
1,1134544,764,0
1,1135364,820,0
1,1136132,768,0
1,1136872,740,0
1,1137648,776,0
1,1138432,784,0
1,1139176,744,0
1,1139924,748,0
1,1140680,756,0
1,1141448,768,0
1,1142208,760,0
1,1142940,732,0
1,1143660,720,0
1,1144440,780,0
1,1145260,820,0
1,1146036,776,0
1,1146808,772,0
1,1147656,848,0
1,1148492,836,0
1,1149348,856,0
1,1150200,852,0
1,1151016,816,0
1,1151920,904,0
